6
Insert(-416.24,Value0)
Insert(378.31,Value8116)
Insert(-59.73,Value8117)
Insert(477.02,Value8118)
Insert(-257.47,Value8119)
Insert(-479.75,Value8120)
Insert(-16.61,Value8121)
Insert(343.73,Value8122)
Insert(458.84,Value8123)
Insert(364.13,Value8124)
Insert(493.76,Value8125)
Insert(-115.28,Value8126)
Insert(172.94,Value8127)
Insert(460.71,Value8128)
Insert(25.74,Value8129)
Insert(347.9,Value8130)
Insert(-473.36,Value8131)
Insert(45.91,Value8132)
Insert(268.25,Value8133)
Insert(-423.34,Value8134)
Insert(426.51,Value8135)
Insert(-103.31,Value8136)
Insert(421.58,Value8137)
Insert(371.11,Value8138)
Insert(367.15,Value8139)
Insert(-210.17,Value8140)
Insert(263.79,Value8141)
Insert(214.99,Value8142)
Insert(275.67,Value8143)
Insert(-342.53,Value8144)
Insert(300.18,Value8145)
Insert(415.49,Value8146)
Insert(-399.88,Value8147)
Insert(-56.28,Value8148)
Insert(-399.79,Value8149)
Insert(302.0,Value8150)
Insert(-434.69,Value8151)
Insert(358.32,Value8152)
Insert(72.03,Value8153)
Insert(334.02,Value8154)
Insert(213.09,Value8155)
Insert(179.36,Value8156)
Insert(-371.56,Value8157)
Insert(131.49,Value8158)
Insert(-118.42,Value8159)
Insert(113.91,Value8160)
Insert(160.11,Value8161)
Insert(-100.63,Value8162)
Insert(-466.19,Value8163)
Insert(-144.15,Value8164)
Insert(-229.48,Value8165)
Insert(-421.97,Value8166)
Insert(157.26,Value8167)
Insert(-171.39,Value8168)
Insert(-475.64,Value8169)
Insert(-234.63,Value8170)
Insert(-3.1,Value8171)
Insert(49.37,Value8172)
Insert(-91.23,Value8173)
Insert(-256.05,Value8174)
Insert(-208.71,Value8175)
Insert(-29.71,Value8176)
Insert(118.9,Value8177)
Insert(-6.33,Value8178)
Insert(29.31,Value8179)
Insert(302.4,Value8180)
Insert(466.75,Value8181)
Insert(149.79,Value8182)
Insert(-345.03,Value8183)
Insert(-470.99,Value8184)
Insert(49.57,Value8185)
Insert(431.27,Value8186)
Insert(150.5,Value8187)
Insert(441.42,Value8188)
Insert(106.78,Value8189)
Insert(418.98,Value8190)
Insert(-341.76,Value8191)
Insert(207.59,Value8192)
Insert(9.51,Value8193)
Insert(283.63,Value8194)
Insert(104.99,Value8195)
Insert(-236.12,Value8196)
Insert(26.6,Value8197)
Insert(100.49,Value8198)
Insert(-33.32,Value8199)
Insert(309.06,Value8200)
Insert(157.34,Value8201)
Insert(-69.16,Value8202)
Insert(115.67,Value8203)
Insert(-197.86,Value8204)
Insert(-392.9,Value8205)
Insert(398.72,Value8206)
Insert(-234.64,Value8207)
Insert(235.25,Value8208)
Insert(-481.7,Value8209)
Insert(-175.97,Value8210)
Insert(226.06,Value8211)
Insert(-492.9,Value8212)
Insert(-353.56,Value8213)
Insert(-120.74,Value8214)
Insert(-61.45,Value8215)
Insert(177.0,Value8216)
Insert(138.3,Value8217)
Insert(216.65,Value8218)
Insert(-104.49,Value8219)
Insert(70.57,Value8220)
Insert(377.59,Value8221)
Insert(317.28,Value8222)
Insert(-271.03,Value8223)
Insert(-161.35,Value8224)
Insert(-242.19,Value8225)
Insert(-399.92,Value8226)
Insert(-457.69,Value8227)
Insert(489.35,Value8228)
Insert(272.82,Value8229)
Insert(482.94,Value8230)
Insert(-171.62,Value8231)
Insert(-460.12,Value8232)
Insert(-124.13,Value8233)
Insert(-381.14,Value8234)
Insert(312.93,Value8235)
Insert(-26.08,Value8236)
Insert(480.08,Value8237)
Insert(496.24,Value8238)
Insert(-51.83,Value8239)
Insert(-366.78,Value8240)
Insert(127.85,Value8241)
Insert(404.81,Value8242)
Insert(-180.68,Value8243)
Insert(91.72,Value8244)
Insert(445.56,Value8245)
Insert(193.41,Value8246)
Insert(46.06,Value8247)
Insert(-361.36,Value8248)
Insert(267.26,Value8249)
Insert(-211.92,Value8250)
Insert(-244.53,Value8251)
Insert(-277.32,Value8252)
Insert(-30.21,Value8253)
Insert(220.6,Value8254)
Insert(475.43,Value8255)
Insert(-478.74,Value8256)
Insert(302.71,Value8257)
Insert(249.44,Value8258)
Insert(490.24,Value8259)
Insert(-88.31,Value8260)
Insert(473.82,Value8261)
Insert(-351.99,Value8262)
Insert(-371.8,Value8263)
Insert(-398.98,Value8264)
Insert(11.16,Value8265)
Insert(-273.94,Value8266)
Insert(234.11,Value8267)
Insert(361.33,Value8268)
Insert(-279.2,Value8269)
Insert(-206.94,Value8270)
Insert(-314.91,Value8271)
Insert(-93.0,Value8272)
Insert(282.65,Value8273)
Insert(-313.4,Value8274)
Insert(-41.73,Value8275)
Insert(446.32,Value8276)
Insert(-254.82,Value8277)
Insert(-315.23,Value8278)
Insert(390.57,Value8279)
Insert(457.57,Value8280)
Insert(-495.84,Value8281)
Insert(492.56,Value8282)
Insert(451.01,Value8283)
Insert(-457.04,Value8284)
Insert(188.08,Value8285)
Insert(-50.18,Value8286)
Insert(-18.48,Value8287)
Insert(223.5,Value8288)
Insert(499.02,Value8289)
Insert(-450.11,Value8290)
Insert(218.21,Value8291)
Insert(-30.89,Value8292)
Insert(242.95,Value8293)
Insert(-307.49,Value8294)
Insert(-299.69,Value8295)
Insert(232.62,Value8296)
Insert(253.93,Value8297)
Insert(-196.75,Value8298)
Insert(-405.51,Value8299)
Insert(-200.01,Value8300)
Insert(-377.39,Value8301)
Insert(0.2,Value8302)
Insert(-494.11,Value8303)
Insert(-169.41,Value8304)
Insert(384.31,Value8305)
Insert(26.43,Value8306)
Insert(-243.66,Value8307)
Insert(-76.54,Value8308)
Insert(475.87,Value8309)
Insert(-346.5,Value8310)
Insert(-52.62,Value8311)
Insert(-293.51,Value8312)
Insert(-83.21,Value8313)
Insert(327.51,Value8314)
Insert(-47.66,Value8315)
Insert(-4.67,Value8316)
Insert(206.9,Value8317)
Insert(309.41,Value8318)
Insert(-104.17,Value8319)
Insert(-446.14,Value8320)
Insert(-200.61,Value8321)
Insert(-224.35,Value8322)
Insert(-163.29,Value8323)
Insert(-170.68,Value8324)
Insert(-145.59,Value8325)
Insert(-200.46,Value8326)
Insert(-371.13,Value8327)
Insert(325.31,Value8328)
Insert(324.2,Value8329)
Insert(141.63,Value8330)
Insert(371.8,Value8331)
Insert(-86.57,Value8332)
Insert(-339.84,Value8333)
Insert(-224.41,Value8334)
Insert(277.2,Value8335)
Insert(-293.75,Value8336)
Insert(-281.1,Value8337)
Insert(224.37,Value8338)
Insert(-6.62,Value8339)
Insert(39.96,Value8340)
Insert(442.63,Value8341)
Insert(172.88,Value8342)
Insert(275.55,Value8343)
Insert(405.48,Value8344)
Insert(410.32,Value8345)
Insert(249.55,Value8346)
Insert(462.49,Value8347)
Insert(-238.72,Value8348)
Insert(238.47,Value8349)
Insert(-27.76,Value8350)
Insert(-117.6,Value8351)
Insert(401.53,Value8352)
Insert(98.44,Value8353)
Insert(168.65,Value8354)
Insert(102.25,Value8355)
Insert(-361.84,Value8356)
Insert(119.39,Value8357)
Insert(-324.03,Value8358)
Insert(153.28,Value8359)
Insert(175.55,Value8360)
Insert(396.85,Value8361)
Insert(-47.66,Value8362)
Insert(-456.11,Value8363)
Insert(218.73,Value8364)
Insert(-205.3,Value8365)
Insert(-42.72,Value8366)
Insert(206.66,Value8367)
Insert(103.73,Value8368)
Insert(82.52,Value8369)
Insert(-165.94,Value8370)
Insert(-439.36,Value8371)
Insert(-132.02,Value8372)
Insert(-478.29,Value8373)
Insert(96.52,Value8374)
Insert(-148.44,Value8375)
Insert(320.54,Value8376)
Insert(490.57,Value8377)
Insert(270.03,Value8378)
Insert(476.82,Value8379)
Insert(-147.17,Value8380)
Insert(264.2,Value8381)
Insert(-22.53,Value8382)
Insert(444.79,Value8383)
Insert(-205.49,Value8384)
Insert(348.79,Value8385)
Insert(450.83,Value8386)
Insert(275.26,Value8387)
Insert(248.51,Value8388)
Insert(-388.5,Value8389)
Insert(-481.46,Value8390)
Insert(288.18,Value8391)
Insert(-365.64,Value8392)
Insert(81.85,Value8393)
Insert(-187.45,Value8394)
Insert(-87.7,Value8395)
Insert(66.24,Value8396)
Insert(-423.01,Value8397)
Insert(280.3,Value8398)
Insert(-447.21,Value8399)
Insert(475.9,Value8400)
Insert(103.5,Value8401)
Insert(-156.1,Value8402)
Insert(80.61,Value8403)
Insert(-90.01,Value8404)
Insert(331.52,Value8405)
Insert(-492.76,Value8406)
Insert(420.63,Value8407)
Insert(181.6,Value8408)
Insert(179.04,Value8409)
Insert(-204.0,Value8410)
Insert(-350.91,Value8411)
Insert(-99.27,Value8412)
Insert(-433.02,Value8413)
Insert(136.5,Value8414)
Insert(173.04,Value8415)
Insert(472.16,Value8416)
Insert(-154.94,Value8417)
Insert(-212.62,Value8418)
Insert(-479.55,Value8419)
Insert(-86.58,Value8420)
Insert(-38.6,Value8421)
Insert(20.27,Value8422)
Insert(-284.9,Value8423)
Insert(-220.53,Value8424)
Insert(205.63,Value8425)
Insert(463.98,Value8426)
Insert(457.78,Value8427)
Insert(-87.77,Value8428)
Insert(-345.93,Value8429)
Insert(-394.03,Value8430)
Insert(155.0,Value8431)
Insert(299.2,Value8432)
Insert(421.01,Value8433)
Insert(-110.51,Value8434)
Insert(-36.63,Value8435)
Insert(103.23,Value8436)
Insert(122.43,Value8437)
Insert(423.61,Value8438)
Insert(282.27,Value8439)
Insert(-52.85,Value8440)
Insert(-291.94,Value8441)
Insert(440.34,Value8442)
Insert(-404.38,Value8443)
Insert(348.05,Value8444)
Insert(-309.55,Value8445)
Insert(-450.98,Value8446)
Insert(-199.88,Value8447)
Insert(-37.95,Value8448)
Insert(116.87,Value8449)
Insert(86.39,Value8450)
Insert(343.86,Value8451)
Insert(-307.69,Value8452)
Insert(78.56,Value8453)
Insert(-475.25,Value8454)
Insert(-221.41,Value8455)
Insert(-48.47,Value8456)
Insert(-190.96,Value8457)
Insert(449.23,Value8458)
Insert(-221.45,Value8459)
Insert(429.98,Value8460)
Insert(192.34,Value8461)
Insert(-249.86,Value8462)
Insert(-66.95,Value8463)
Insert(-413.35,Value8464)
Insert(475.44,Value8465)
Insert(249.4,Value8466)
Insert(21.29,Value8467)
Insert(-283.82,Value8468)
Insert(-95.06,Value8469)
Insert(117.58,Value8470)
Insert(-275.07,Value8471)
Insert(397.85,Value8472)
Insert(164.1,Value8473)
Insert(-456.8,Value8474)
Insert(493.71,Value8475)
Insert(-11.58,Value8476)
Insert(-64.66,Value8477)
Insert(-130.6,Value8478)
Insert(-389.63,Value8479)
Insert(-221.55,Value8480)
Insert(306.35,Value8481)
Insert(297.71,Value8482)
Insert(-408.36,Value8483)
Insert(157.11,Value8484)
Insert(-497.75,Value8485)
Insert(-438.58,Value8486)
Insert(279.14,Value8487)
Insert(-175.02,Value8488)
Insert(274.79,Value8489)
Insert(180.82,Value8490)
Insert(-465.52,Value8491)
Insert(-135.23,Value8492)
Insert(216.84,Value8493)
Insert(258.46,Value8494)
Insert(-499.07,Value8495)
Insert(-339.46,Value8496)
Insert(-203.43,Value8497)
Insert(12.73,Value8498)
Insert(361.65,Value8499)
Insert(-337.56,Value8500)
Insert(-463.21,Value8501)
Insert(-208.94,Value8502)
Insert(160.82,Value8503)
Insert(448.8,Value8504)
Insert(-154.25,Value8505)
Insert(-90.26,Value8506)
Insert(18.33,Value8507)
Insert(159.42,Value8508)
Insert(227.61,Value8509)
Insert(148.95,Value8510)
Insert(156.3,Value8511)
Insert(-28.27,Value8512)
Insert(5.41,Value8513)
Insert(-241.6,Value8514)
Insert(206.71,Value8515)
Insert(-68.38,Value8516)
Insert(398.43,Value8517)
Insert(-440.92,Value8518)
Insert(-161.51,Value8519)
Insert(213.86,Value8520)
Insert(33.82,Value8521)
Insert(295.97,Value8522)
Insert(-101.21,Value8523)
Insert(133.21,Value8524)
Insert(32.66,Value8525)
Insert(304.23,Value8526)
Insert(52.43,Value8527)
Insert(-54.78,Value8528)
Insert(-296.19,Value8529)
Insert(-491.01,Value8530)
Insert(-294.5,Value8531)
Insert(-2.48,Value8532)
Insert(211.6,Value8533)
Insert(-76.77,Value8534)
Insert(234.1,Value8535)
Insert(-334.07,Value8536)
Insert(-234.62,Value8537)
Insert(296.78,Value8538)
Insert(317.62,Value8539)
Insert(389.46,Value8540)
Insert(239.33,Value8541)
Insert(110.65,Value8542)
Insert(466.71,Value8543)
Insert(82.31,Value8544)
Insert(-134.57,Value8545)
Insert(-289.99,Value8546)
Insert(229.22,Value8547)
Insert(-345.18,Value8548)
Insert(-43.11,Value8549)
Insert(230.71,Value8550)
Insert(-244.34,Value8551)
Insert(-411.36,Value8552)
Insert(-76.71,Value8553)
Insert(-306.0,Value8554)
Insert(-442.45,Value8555)
Insert(-7.89,Value8556)
Insert(-305.84,Value8557)
Insert(365.43,Value8558)
Insert(-345.53,Value8559)
Insert(316.45,Value8560)
Insert(319.53,Value8561)
Insert(-471.08,Value8562)
Insert(-208.08,Value8563)
Insert(489.17,Value8564)
Insert(-205.83,Value8565)
Insert(-496.54,Value8566)
Insert(53.69,Value8567)
Insert(496.56,Value8568)
Insert(-85.88,Value8569)
Insert(-453.14,Value8570)
Insert(-325.21,Value8571)
Insert(374.34,Value8572)
Insert(-496.87,Value8573)
Insert(-328.2,Value8574)
Insert(-121.69,Value8575)
Insert(256.63,Value8576)
Insert(203.72,Value8577)
Insert(-231.78,Value8578)
Insert(464.33,Value8579)
Insert(129.35,Value8580)
Insert(-67.07,Value8581)
Insert(-496.46,Value8582)
Insert(259.67,Value8583)
Insert(348.84,Value8584)
Insert(268.15,Value8585)
Insert(-137.5,Value8586)
Insert(-42.83,Value8587)
Insert(-147.04,Value8588)
Insert(-489.55,Value8589)
Insert(251.39,Value8590)
Insert(-494.8,Value8591)
Insert(262.13,Value8592)
Insert(-266.92,Value8593)
Insert(-81.92,Value8594)
Insert(-348.65,Value8595)
Insert(-328.32,Value8596)
Insert(2.52,Value8597)
Insert(-337.48,Value8598)
Insert(404.73,Value8599)
Insert(-196.76,Value8600)
Insert(-122.16,Value8601)
Insert(-382.8,Value8602)
Insert(-178.87,Value8603)
Insert(-58.12,Value8604)
Insert(142.02,Value8605)
Insert(272.7,Value8606)
Insert(-467.14,Value8607)
Insert(319.05,Value8608)
Insert(120.55,Value8609)
Insert(-258.0,Value8610)
Insert(340.3,Value8611)
Insert(211.88,Value8612)
Insert(-74.65,Value8613)
Insert(433.66,Value8614)
Insert(-170.1,Value8615)
Insert(-337.5,Value8616)
Insert(-76.7,Value8617)
Insert(424.11,Value8618)
Insert(236.55,Value8619)
Insert(442.18,Value8620)
Insert(24.76,Value8621)
Insert(-227.36,Value8622)
Insert(-7.73,Value8623)
Insert(347.43,Value8624)
Insert(419.7,Value8625)
Insert(-137.4,Value8626)
Insert(452.62,Value8627)
Insert(-151.59,Value8628)
Insert(-313.71,Value8629)
Insert(-380.8,Value8630)
Insert(273.02,Value8631)
Insert(-477.57,Value8632)
Insert(-124.0,Value8633)
Insert(-87.79,Value8634)
Insert(-463.07,Value8635)
Insert(-276.02,Value8636)
Insert(-303.11,Value8637)
Insert(219.02,Value8638)
Insert(467.45,Value8639)
Insert(291.76,Value8640)
Insert(-183.57,Value8641)
Insert(173.49,Value8642)
Insert(-224.56,Value8643)
Insert(153.98,Value8644)
Insert(172.04,Value8645)
Insert(-10.92,Value8646)
Insert(265.07,Value8647)
Insert(-272.19,Value8648)
Insert(322.02,Value8649)
Insert(-413.36,Value8650)
Insert(125.54,Value8651)
Insert(335.41,Value8652)
Insert(-467.02,Value8653)
Insert(15.07,Value8654)
Insert(-348.23,Value8655)
Insert(452.36,Value8656)
Insert(233.51,Value8657)
Insert(157.86,Value8658)
Insert(345.43,Value8659)
Insert(-150.04,Value8660)
Insert(473.21,Value8661)
Insert(418.49,Value8662)
Insert(-295.57,Value8663)
Insert(-290.43,Value8664)
Insert(366.5,Value8665)
Insert(9.34,Value8666)
Insert(259.79,Value8667)
Insert(-391.89,Value8668)
Insert(138.37,Value8669)
Insert(-370.79,Value8670)
Insert(156.99,Value8671)
Insert(122.18,Value8672)
Insert(-25.7,Value8673)
Insert(281.54,Value8674)
Insert(179.43,Value8675)
Insert(304.36,Value8676)
Insert(480.64,Value8677)
Insert(406.6,Value8678)
Insert(71.47,Value8679)
Insert(-270.4,Value8680)
Insert(425.58,Value8681)
Insert(-413.7,Value8682)
Insert(-371.16,Value8683)
Insert(-417.19,Value8684)
Insert(34.16,Value8685)
Insert(172.51,Value8686)
Insert(179.86,Value8687)
Insert(40.9,Value8688)
Insert(302.87,Value8689)
Insert(184.96,Value8690)
Insert(-307.54,Value8691)
Insert(301.61,Value8692)
Insert(482.2,Value8693)
Insert(-140.5,Value8694)
Insert(238.91,Value8695)
Insert(-80.06,Value8696)
Insert(172.35,Value8697)
Insert(228.46,Value8698)
Insert(-185.04,Value8699)
Insert(324.24,Value8700)
Insert(-47.03,Value8701)
Insert(407.46,Value8702)
Insert(-383.43,Value8703)
Insert(306.98,Value8704)
Insert(307.04,Value8705)
Insert(249.21,Value8706)
Insert(114.34,Value8707)
Insert(-38.61,Value8708)
Insert(-206.02,Value8709)
Insert(247.18,Value8710)
Insert(-317.04,Value8711)
Insert(-16.75,Value8712)
Insert(-293.25,Value8713)
Insert(-5.75,Value8714)
Insert(-42.55,Value8715)
Insert(495.52,Value8716)
Insert(-343.38,Value8717)
Insert(-476.86,Value8718)
Insert(-289.08,Value8719)
Insert(329.87,Value8720)
Insert(-264.66,Value8721)
Insert(-411.94,Value8722)
Insert(-271.78,Value8723)
Insert(372.69,Value8724)
Insert(-291.82,Value8725)
Insert(-282.5,Value8726)
Insert(480.45,Value8727)
Insert(-108.73,Value8728)
Insert(95.55,Value8729)
Insert(418.87,Value8730)
Insert(231.48,Value8731)
Insert(-103.92,Value8732)
Insert(72.61,Value8733)
Insert(-201.09,Value8734)
Insert(-440.32,Value8735)
Insert(-382.76,Value8736)
Insert(-30.87,Value8737)
Insert(470.33,Value8738)
Insert(-15.87,Value8739)
Insert(372.93,Value8740)
Insert(-378.17,Value8741)
Insert(-397.32,Value8742)
Insert(125.53,Value8743)
Insert(70.34,Value8744)
Insert(-491.53,Value8745)
Insert(-482.44,Value8746)
Insert(-32.49,Value8747)
Insert(324.99,Value8748)
Insert(158.86,Value8749)
Insert(202.58,Value8750)
Insert(36.36,Value8751)
Insert(-318.71,Value8752)
Insert(-237.49,Value8753)
Insert(452.76,Value8754)
Insert(338.16,Value8755)
Insert(-348.9,Value8756)
Insert(266.32,Value8757)
Insert(-196.37,Value8758)
Insert(-294.56,Value8759)
Insert(-191.38,Value8760)
Insert(-489.5,Value8761)
Insert(225.42,Value8762)
Insert(-349.5,Value8763)
Insert(391.79,Value8764)
Insert(-362.42,Value8765)
Insert(-451.1,Value8766)
Insert(166.89,Value8767)
Insert(438.02,Value8768)
Insert(324.42,Value8769)
Insert(-293.34,Value8770)
Insert(-123.6,Value8771)
Insert(-369.51,Value8772)
Insert(214.32,Value8773)
Insert(-176.51,Value8774)
Insert(-167.42,Value8775)
Insert(-371.0,Value8776)
Insert(444.1,Value8777)
Insert(-58.16,Value8778)
Insert(246.49,Value8779)
Insert(231.75,Value8780)
Insert(-234.51,Value8781)
Insert(-333.11,Value8782)
Insert(32.02,Value8783)
Insert(-329.13,Value8784)
Insert(-175.34,Value8785)
Insert(-119.41,Value8786)
Insert(484.09,Value8787)
Insert(-147.94,Value8788)
Insert(286.98,Value8789)
Insert(-133.64,Value8790)
Insert(99.83,Value8791)
Insert(151.45,Value8792)
Insert(-254.24,Value8793)
Insert(243.14,Value8794)
Insert(-258.56,Value8795)
Insert(-283.48,Value8796)
Insert(-430.0,Value8797)
Insert(-488.39,Value8798)
Insert(-230.45,Value8799)
Insert(-499.74,Value8800)
Insert(-219.88,Value8801)
Insert(-96.55,Value8802)
Insert(191.18,Value8803)
Insert(1.58,Value8804)
Insert(-14.84,Value8805)
Insert(271.03,Value8806)
Insert(378.4,Value8807)
Insert(215.5,Value8808)
Insert(464.98,Value8809)
Insert(-436.52,Value8810)
Insert(13.2,Value8811)
Insert(222.26,Value8812)
Insert(406.26,Value8813)
Insert(-410.52,Value8814)
Insert(-173.22,Value8815)
Insert(-252.07,Value8816)
Insert(224.18,Value8817)
Insert(-496.18,Value8818)
Insert(-234.55,Value8819)
Insert(-421.04,Value8820)
Insert(49.77,Value8821)
Insert(124.98,Value8822)
Insert(172.46,Value8823)
Insert(-117.02,Value8824)
Insert(-334.24,Value8825)
Insert(332.4,Value8826)
Insert(-137.55,Value8827)
Insert(195.36,Value8828)
Insert(-12.19,Value8829)
Insert(120.21,Value8830)
Insert(-418.49,Value8831)
Insert(314.98,Value8832)
Insert(-438.29,Value8833)
Insert(49.36,Value8834)
Insert(295.1,Value8835)
Insert(-137.4,Value8836)
Insert(-185.73,Value8837)
Insert(-91.78,Value8838)
Insert(-149.45,Value8839)
Insert(450.66,Value8840)
Insert(98.7,Value8841)
Insert(-386.68,Value8842)
Insert(-381.72,Value8843)
Insert(102.76,Value8844)
Insert(112.52,Value8845)
Insert(-270.53,Value8846)
Insert(348.95,Value8847)
Insert(-164.88,Value8848)
Insert(305.27,Value8849)
Insert(312.97,Value8850)
Insert(-436.48,Value8851)
Insert(411.12,Value8852)
Insert(324.65,Value8853)
Insert(450.01,Value8854)
Insert(-65.65,Value8855)
Insert(-21.79,Value8856)
Insert(-394.51,Value8857)
Insert(-24.93,Value8858)
Insert(448.96,Value8859)
Insert(-36.45,Value8860)
Insert(388.33,Value8861)
Insert(328.42,Value8862)
Insert(484.41,Value8863)
Insert(365.75,Value8864)
Insert(249.95,Value8865)
Insert(-93.1,Value8866)
Insert(-447.32,Value8867)
Insert(171.55,Value8868)
Insert(-59.07,Value8869)
Insert(-362.29,Value8870)
Insert(197.67,Value8871)
Insert(-246.65,Value8872)
Insert(-439.96,Value8873)
Insert(444.15,Value8874)
Insert(417.96,Value8875)
Insert(126.25,Value8876)
Insert(39.98,Value8877)
Insert(157.97,Value8878)
Insert(-184.82,Value8879)
Insert(-425.44,Value8880)
Insert(50.69,Value8881)
Insert(203.5,Value8882)
Insert(-168.15,Value8883)
Insert(22.97,Value8884)
Insert(389.04,Value8885)
Insert(173.34,Value8886)
Insert(-203.51,Value8887)
Insert(-40.22,Value8888)
Insert(26.7,Value8889)
Insert(241.61,Value8890)
Insert(69.65,Value8891)
Insert(230.56,Value8892)
Insert(418.42,Value8893)
Insert(-388.96,Value8894)
Insert(-314.93,Value8895)
Insert(497.49,Value8896)
Insert(11.65,Value8897)
Insert(196.33,Value8898)
Insert(-207.84,Value8899)
Insert(-468.98,Value8900)
Insert(109.65,Value8901)
Insert(413.55,Value8902)
Insert(467.79,Value8903)
Insert(304.7,Value8904)
Insert(-362.74,Value8905)
Insert(413.55,Value8906)
Insert(-2.77,Value8907)
Insert(378.6,Value8908)
Insert(82.66,Value8909)
Insert(-14.5,Value8910)
Insert(-176.83,Value8911)
Insert(-274.81,Value8912)
Insert(-211.43,Value8913)
Insert(-315.99,Value8914)
Insert(-455.13,Value8915)
Insert(-368.29,Value8916)
Insert(-16.45,Value8917)
Insert(412.16,Value8918)
Insert(-498.08,Value8919)
Insert(-44.86,Value8920)
Insert(-420.42,Value8921)
Insert(405.89,Value8922)
Insert(296.67,Value8923)
Insert(141.39,Value8924)
Insert(67.56,Value8925)
Insert(460.46,Value8926)
Insert(155.04,Value8927)
Insert(-330.73,Value8928)
Insert(434.05,Value8929)
Insert(-28.19,Value8930)
Insert(-353.19,Value8931)
Insert(161.84,Value8932)
Insert(218.28,Value8933)
Insert(-142.73,Value8934)
Insert(375.44,Value8935)
Insert(-113.07,Value8936)
Insert(-209.93,Value8937)
Insert(42.85,Value8938)
Insert(-422.09,Value8939)
Insert(260.28,Value8940)
Insert(-48.03,Value8941)
Insert(398.38,Value8942)
Insert(-338.63,Value8943)
Insert(-159.17,Value8944)
Insert(-121.88,Value8945)
Insert(332.41,Value8946)
Insert(219.82,Value8947)
Insert(-293.0,Value8948)
Insert(-129.5,Value8949)
Insert(213.32,Value8950)
Insert(226.89,Value8951)
Insert(379.78,Value8952)
Insert(138.54,Value8953)
Insert(-373.44,Value8954)
Insert(432.34,Value8955)
Insert(-439.85,Value8956)
Insert(-125.85,Value8957)
Insert(98.26,Value8958)
Insert(-415.66,Value8959)
Insert(93.27,Value8960)
Insert(-180.53,Value8961)
Insert(271.96,Value8962)
Insert(175.28,Value8963)
Insert(-248.38,Value8964)
Insert(-404.35,Value8965)
Insert(-99.82,Value8966)
Insert(307.56,Value8967)
Insert(-35.9,Value8968)
Insert(323.83,Value8969)
Insert(-430.88,Value8970)
Insert(-250.79,Value8971)
Insert(435.49,Value8972)
Insert(462.52,Value8973)
Insert(177.51,Value8974)
Insert(-471.37,Value8975)
Insert(-174.72,Value8976)
Insert(292.25,Value8977)
Insert(-113.15,Value8978)
Insert(-425.74,Value8979)
Insert(317.33,Value8980)
Insert(-442.33,Value8981)
Insert(-387.53,Value8982)
Insert(-238.85,Value8983)
Insert(470.08,Value8984)
Insert(-442.63,Value8985)
Insert(-115.45,Value8986)
Insert(-245.42,Value8987)
Insert(476.8,Value8988)
Insert(43.33,Value8989)
Insert(-202.74,Value8990)
Insert(459.79,Value8991)
Insert(-370.18,Value8992)
Insert(-404.85,Value8993)
Insert(-31.88,Value8994)
Insert(-74.84,Value8995)
Insert(395.03,Value8996)
Insert(-160.82,Value8997)
Insert(-174.77,Value8998)
Insert(13.09,Value8999)
Insert(60.56,Value9000)
Insert(-142.33,Value9001)
Insert(-248.06,Value9002)
Insert(116.34,Value9003)
Insert(-480.79,Value9004)
Insert(-129.7,Value9005)
Insert(22.18,Value9006)
Insert(13.17,Value9007)
Insert(-491.99,Value9008)
Insert(-418.73,Value9009)
Insert(-338.01,Value9010)
Insert(129.66,Value9011)
Insert(-133.56,Value9012)
Insert(-102.53,Value9013)
Insert(-482.98,Value9014)
Insert(-27.92,Value9015)
Insert(326.75,Value9016)
Insert(-341.28,Value9017)
Insert(-231.91,Value9018)
Insert(-239.84,Value9019)
Insert(150.16,Value9020)
Insert(-236.87,Value9021)
Insert(11.53,Value9022)
Insert(-96.19,Value9023)
Insert(-158.57,Value9024)
Insert(-281.78,Value9025)
Insert(-493.76,Value9026)
Insert(-455.47,Value9027)
Insert(289.87,Value9028)
Insert(247.56,Value9029)
Insert(82.56,Value9030)
Insert(65.7,Value9031)
Insert(-313.24,Value9032)
Insert(319.69,Value9033)
Insert(210.54,Value9034)
Insert(-267.21,Value9035)
Insert(-101.31,Value9036)
Insert(-273.75,Value9037)
Insert(15.75,Value9038)
Insert(-257.7,Value9039)
Insert(-222.6,Value9040)
Insert(27.67,Value9041)
Insert(-78.38,Value9042)
Insert(-316.47,Value9043)
Insert(-312.76,Value9044)
Insert(81.92,Value9045)
Insert(-352.39,Value9046)
Insert(-315.05,Value9047)
Insert(127.29,Value9048)
Insert(-168.91,Value9049)
Insert(-83.61,Value9050)
Insert(99.41,Value9051)
Insert(15.26,Value9052)
Insert(10.24,Value9053)
Insert(-462.33,Value9054)
Insert(-413.25,Value9055)
Insert(-435.98,Value9056)
Insert(-415.23,Value9057)
Insert(-401.52,Value9058)
Insert(-97.56,Value9059)
Insert(-309.13,Value9060)
Insert(162.31,Value9061)
Insert(436.4,Value9062)
Insert(-147.04,Value9063)
Insert(171.48,Value9064)
Insert(-244.35,Value9065)
Insert(435.16,Value9066)
Insert(-146.67,Value9067)
Insert(213.98,Value9068)
Insert(352.12,Value9069)
Insert(-198.69,Value9070)
Insert(-86.32,Value9071)
Insert(-331.69,Value9072)
Insert(-498.29,Value9073)
Insert(159.43,Value9074)
Insert(-488.09,Value9075)
Insert(-410.72,Value9076)
Insert(485.77,Value9077)
Insert(-283.27,Value9078)
